# x, y, z
3.873848514995764658e-02 -1.533833667604916386e-02 4.509287652098361437e-02
2.539647767458033667e-02 -1.756379796028307433e-02 1.013186801402635347e-02
2.999081038256134688e-02 -7.702786034848578545e-03 -1.201668912586405791e-01
1.889011618136789486e-02 2.891657825682286340e-02 1.039145908244527433e-01
9.708131566550525296e-03 2.711676273504064205e-02 -1.520624962990319295e-01
2.535472084711027502e-02 2.062491894597805880e-02 -2.291904872729087338e-03
8.568281557056993056e-03 4.950811340055569047e-03 7.402897364828847637e-02
2.763174947582698604e-02 -3.703057145674664569e-02 6.400927217896205945e-02
-6.019281309125610116e-03 -3.778339924670733041e-02 1.161641736052530655e-01
-3.228670587803565001e-02 -4.709477469580063309e-03 1.276691759177846219e-01
-3.797484816041130778e-02 -1.121524564705794931e-02 -8.909734592900320216e-02
-3.203776145035149014e-02 -3.691351420290521837e-03 1.059049501389650871e-01
8.193531246875388613e-03 1.356426452428915498e-02 -1.280784323181015927e-01
-2.874456377033091092e-02 1.466357892658248091e-02 -7.979690547872335393e-02
-1.905941523670584212e-02 -2.152098203150339811e-02 -4.845542936397270045e-02
2.504259970241230066e-02 4.000943496982589664e-02 -3.126234878709917286e-02
-6.704492225691791041e-03 3.391313436338125320e-02 -1.406212253717098459e-01
-3.934638974781911290e-03 -6.158568793376886438e-03 -1.246785145368404374e-02
-3.027086128867169379e-02 -6.725938913672651308e-03 -1.549263337012327657e-01
-3.715932857100887748e-02 2.526272236990330725e-02 7.580917815158055850e-02
-1.866692805900734692e-02 -1.514918134186808013e-02 -1.083186136276674261e-01
3.213861036201090537e-02 -3.267672756982889504e-02 7.992035985736262171e-02
-1.379400792374626400e-02 3.468205363418740139e-02 1.531149192597674015e-03
3.973713851340782144e-02 3.051848014710784908e-03 9.994905748774253473e-02
-3.048073521455837639e-02 -1.126016978965801302e-02 -1.172059910598440002e-01
3.059802290518071066e-02 -1.945193569333460507e-02 -4.824520014683816166e-02
1.831879562056727348e-02 -3.623509407246219144e-02 5.475888621202066459e-02
2.993105230051950390e-03 -1.739370931158670461e-02 -1.389026997194205970e-01
1.617922776846026159e-02 -4.593030075525048050e-02 3.688431027053559047e-02
4.020400405348521604e-03 3.338041932952071859e-03 7.260227320462670463e-03
3.467547412485431912e-02 -2.314249706331499012e-02 9.320080477430063570e-02
2.553217426077522318e-04 -2.018605765074309166e-02 1.076701121726986454e-01
5.818378050314960449e-03 -3.741698639200083387e-02 -2.559818883389913813e-02
1.645023854302027355e-02 3.813452246184512867e-02 -7.711488845627950672e-02
2.778437585794079137e-02 -2.705480351215622248e-02 8.312857364477928279e-02
2.727550201481013931e-02 -3.586961763180302864e-03 -1.633914723781037526e-01
-2.009283215584488358e-02 1.683521065279385692e-02 -7.407492466727265412e-02
2.062958570407394734e-02 -2.975183990430467842e-03 1.715879918833303902e-02
-1.065096992862573158e-02 -5.449825743823562794e-03 1.125107028333785925e-01
-3.664017877050173427e-02 -1.827757685466183807e-02 -6.038555276964344132e-02
-8.158053860181506065e-03 -4.534585112231550447e-02 -7.011975178614238136e-02
-2.006687724592028099e-02 3.284860850206515557e-04 -3.294846537740844100e-02
7.387929870392034165e-03 -5.532650190025594286e-03 1.454242782202118667e-01
-9.460059582152497912e-03 2.705180215321996429e-02 9.875418513133837894e-02
2.511929469701278117e-02 2.607079655782842953e-02 5.823893453144002308e-02
-1.156795044895172174e-02 -3.532565852565927589e-02 2.952031715600775263e-02
-2.048281709542928292e-02 -1.396908715811269290e-02 1.647759023953935253e-01
-8.704014922775794513e-03 2.690067002658833722e-02 -9.068139691785905010e-02
2.577932556721598475e-02 -1.449014850601573236e-02 -1.797888230355928693e-02
1.144673420833824083e-02 -1.046382893650038212e-02 -2.591086306123375343e-02
-3.282205777999309959e-02 6.272896634327363233e-03 -1.021682063046800981e-01
-6.335575765448087267e-03 1.460932973407211635e-02 1.949561639617609921e-02
8.190524924511619412e-03 1.219613796408308345e-02 1.374813488797303196e-01
-1.240453341550705121e-02 9.369136516019503950e-04 8.732648428558185960e-02
1.975479496825369857e-02 1.424901793951763654e-02 -4.067309477563228748e-02
-1.759216415149124704e-02 -6.688676873314126047e-03 -1.487984312878078141e-01
-3.338904613512734543e-02 -2.554767712151958040e-02 1.035985033267289995e-01
7.057766907647232586e-03 7.659901232750555150e-03 1.184184869268481849e-01
2.179748960827182502e-02 -8.764278745387281758e-03 6.565550629757516826e-03
8.715281319043179098e-03 -7.533755255785827901e-03 4.817928071760425174e-02
3.144154223418673538e-02 2.161155011513328852e-02 1.265786644059453958e-01
-4.515700661020509259e-03 -8.333836086729479132e-04 1.066967301931990991e-01
-1.373604925077240302e-02 4.131096819782558577e-02 -1.645583281226398187e-02
1.751110929089085347e-02 4.169870709336659376e-02 6.631071545356337360e-02
-3.578531631552483300e-02 6.294532308152861987e-03 -7.856151898348728846e-02
-7.899596147174045568e-03 3.295669940969674777e-02 -1.336087677130922413e-01
5.387667501223797339e-03 -1.964210552429140194e-02 -4.275988006241229766e-02
1.014771947556217593e-02 -7.659031476768283012e-03 -5.184822884997591225e-03
2.300712072966912269e-02 8.969967618967393530e-03 -5.643631573006335084e-02
3.349331881321709198e-02 2.384081137885608068e-04 3.682979933269000562e-03
1.485190929899829829e-02 3.621656978393068133e-02 1.157310009871794221e-01
6.515553242836378059e-03 3.800900186369045308e-02 1.175833044410985462e-01
1.331987801744023009e-02 -9.618538148997625046e-04 1.304848320430196940e-01
-3.195445240905198797e-02 -7.210656654886119475e-03 -1.137699167757229290e-01
2.782663580154193933e-02 -2.284144607342566274e-02 -2.986470115220130755e-02
-2.877687300701180576e-02 -9.487436781751736395e-03 1.537145745970029953e-01
-2.295469616652679248e-02 7.564852354671721194e-03 1.593997916532909898e-01
-1.901421652831129794e-02 1.490328556745208928e-03 -1.018315762162730898e-01
1.382825070412972007e-02 4.694973558263273311e-02 2.634719259135390179e-02
1.293739516961044979e-02 -2.294681010550420411e-02 2.645607885264463291e-02
1.515324935481410923e-02 -1.697894027711909296e-03 -1.250409200182574787e-01
-4.405120847313319550e-03 2.568275782941778756e-03 -1.832183290136736864e-01
-3.638147987083930474e-02 -6.590524920920874663e-03 -6.839769068111886674e-02
1.490235212285453796e-02 -1.316247936310090474e-02 -7.687134647467458448e-02
-2.201397635833956395e-02 4.810819484127632113e-03 -4.896568350703296019e-02
-9.636091975404865659e-03 1.836279477689862355e-02 -1.470267244915798022e-01
-1.345080156232139092e-02 3.435953102153415512e-02 -3.582117389521480288e-02
5.653837779638637602e-03 7.171361324995024177e-03 3.029662111704055708e-02
2.060862590311769715e-02 1.594492260823462612e-02 -7.216645047533427892e-02
-2.885495723483575553e-02 3.453632438948840699e-02 -8.167835345645564626e-02
2.114308897225605777e-02 4.417365362859341366e-02 1.090534484469559383e-02
3.983665994503830105e-02 -4.218934231805322906e-03 9.277688873471329201e-02
4.746299256589633919e-02 7.693921887372730251e-03 3.426130819751455059e-02
1.160414373119592057e-02 1.727962318647195336e-02 5.709898507442578292e-02
3.950809102467267749e-03 -8.250163280548580488e-03 -3.222527604532690604e-02
4.306087244765118005e-02 1.958597510528105757e-03 6.221017299018223590e-02
-2.347142116392077899e-02 7.393967150929905280e-03 -1.526346395656711930e-01
-8.002171156950725617e-03 -3.066398650813740440e-02 -2.544151213198018319e-02
-9.239397498430378455e-03 2.981554241861472665e-02 7.132711730529393834e-02
9.417491749099660830e-03 -1.316877601204994100e-02 -1.200094292948022945e-01
-7.705405591708628515e-03 1.612462510454365505e-02 -1.347858315491935188e-01
-4.784083054459993545e-03 -1.440274352236024053e-03 1.834886986999421932e-01
1.550799115217112861e-02 1.446613112339795865e-02 -5.771914463484039554e-02
-2.774323272112809782e-02 -1.833969460642722801e-02 -5.099451610891438114e-02
-6.212524240643646153e-03 3.711685842549610620e-02 1.000045195280370863e-01
-2.103534803358720826e-02 1.784410363748291026e-02 -1.060671794636102172e-01
-4.329854176844530333e-02 -1.720039420229884861e-02 6.648880767846039597e-02
-1.069364344439725778e-02 -7.801599176641082177e-03 1.268730095604177210e-01
-2.978419946409626914e-02 -2.881383153050535301e-03 7.838124895673400164e-03
6.617025564455464477e-03 4.514590145217464712e-02 -8.481920656974313924e-03
-2.618223666533831678e-02 3.296403465002342888e-03 -1.683822472676156090e-01
-1.685815578743655443e-03 -2.325924294571724005e-02 8.682637353328075125e-02
2.772189632965822107e-03 3.992421031153314814e-02 -1.098819983901829361e-01
-3.652396142824799324e-02 2.516863365865042515e-02 -1.252320694989363971e-02
1.555590263425766801e-03 3.050600700741409529e-02 -1.348171569567409023e-01
8.444899660359153279e-03 1.289305887052444657e-02 -6.597728965102121756e-02
1.482400473190358808e-02 -3.022976109060479533e-02 7.281144006218333298e-02
-2.283959217043030065e-02 -1.577480764599608135e-02 -1.030089690213096959e-01
8.463639118371588804e-04 -2.925749573747095378e-02 1.554308844013091717e-01
-2.716865136186564361e-02 3.614268174459022570e-02 4.483536546932534450e-02
-4.705377501744131830e-02 1.632058533502279973e-02 8.571585978789379029e-03
-9.103667398921693604e-03 -2.800268461762399352e-02 1.261386634394807416e-01
2.865972636809627216e-02 1.861259740868253382e-02 -1.208975955861834040e-01
-1.039653904806234685e-03 -3.890784309184128209e-02 -4.029825247189311455e-02
-4.333966479156530632e-02 3.957407797338892419e-03 -7.692692700791892504e-03
3.533769168043788406e-02 5.420977169156411535e-03 -9.567784544080196185e-02
-1.484229296351851669e-02 1.124837353467555458e-02 1.651634538775282601e-01
-6.871513042373935190e-03 2.340792505869753598e-03 -1.365800702263853250e-01
1.808676697990168128e-02 -5.714783802568807608e-03 -4.657716883611436043e-02
1.664508666501026204e-02 -3.062127972497446018e-02 1.051023605254215038e-01
-4.519201784291310142e-02 5.068783248237129085e-03 5.906444988672204105e-02
-2.329009554639530077e-02 1.565495356954060488e-02 1.281831289923605344e-01
1.588311319850263179e-02 1.838229308627869693e-02 8.269394795055580449e-02
-2.432572035890282966e-02 -2.891848478378297380e-02 -3.431621100067694385e-02
6.354081368909654699e-03 -1.609241656353404062e-02 -7.389304166046614664e-02
2.129084656721823288e-02 -4.086361961973583590e-02 6.000715782172216101e-03
-7.250433496803810468e-03 5.046377845529104308e-04 3.707174690449555055e-02
-1.363403461328543953e-02 2.961168981321585930e-02 -7.912934488419626211e-02
-1.266469520574532714e-02 -2.196436943625344751e-02 1.631495953365656726e-02
2.026951632147154861e-03 2.933474054447385987e-02 -1.164255091764083566e-01
-2.230051150793289916e-02 -1.506209045820121675e-02 2.505563822125618512e-02
-1.933767479693700511e-02 -3.018799058341089039e-02 -9.927362163185567134e-02
-2.608362320685196981e-02 2.178409231929775980e-02 -7.317066105772632731e-04
-3.016084948805791699e-02 3.017017092305857712e-02 2.958454332050789587e-02
9.313413166963600484e-03 2.497678860388675981e-02 1.411842473454088392e-03
-1.436666645811646853e-02 -4.289149515952826730e-02 -5.425000881993363722e-02
2.291106160536393252e-02 4.077098561616824407e-02 5.201548533480798708e-02
8.980361379613157821e-03 1.684967166182279805e-02 -2.767506961278522540e-02
1.157542146691439497e-02 4.058148167239991611e-02 -5.514546677757134474e-02
-4.411032009526941883e-02 9.088041822491413780e-04 3.741437395619391648e-02
3.301950445257131883e-02 8.549246371179885368e-03 1.063340020408844455e-01
-1.950511795192956879e-02 -4.244570152972317739e-02 1.895873143002477007e-03
1.322609832922258359e-02 1.104525237317867739e-02 -1.449482262799784704e-01
-2.760913665911704160e-02 1.834103762974180268e-03 -1.189856240258929838e-02
-1.212892785515841745e-02 -8.841082112618857056e-03 1.499240326846994209e-01
2.257018642089383964e-02 -1.334561737830853613e-02 1.366979539637521723e-01
-2.703946170678499239e-02 -6.413027466377782711e-03 5.341948195710394254e-02
1.956894998963179186e-02 -4.245581592456058873e-02 -9.046723055368596431e-03
1.553973623451181466e-02 3.654886402718090371e-02 -7.678819184151997046e-02
-1.976890267418457143e-04 8.044009700336035226e-03 1.642129395656488078e-01
1.482007455186716907e-02 1.363596697991859528e-03 -8.839590844857599106e-02
-4.116692307428574706e-03 -3.070668182098564881e-03 -6.878108527895791802e-02
1.246889336578572115e-02 -3.733989933819772261e-02 -8.876912495405948900e-02
2.210732393445105984e-02 1.974128159696145884e-02 7.692657140552931760e-02
-2.005703750969867541e-02 -1.892374489782121597e-02 3.079887013636044626e-02
2.728885524950043495e-02 -3.262431954945074764e-02 -6.301872303425476440e-02
-1.117301004364913697e-02 3.026078414382431248e-02 5.661230404087729678e-02
-3.313580300756028413e-02 2.753615501422343112e-02 1.260415108820161362e-02
-4.170752809103331869e-03 2.802798550232463159e-02 1.928287735826521646e-02
-4.013644560791598814e-02 -1.802444263490314905e-02 1.558089804981255613e-03
-2.152805932236994237e-04 -1.466225479705015981e-02 -6.614918863195544396e-02
-4.289950304506824630e-02 1.149765531210037058e-02 -6.864177438832501366e-02
2.424068004108510463e-02 8.782727674858738925e-03 -7.658979034876486035e-03
1.584048747508174856e-02 -2.527398400544719759e-02 -4.951362841635172096e-02
3.669327277777399698e-02 2.956708176936015484e-03 -8.715079718159073063e-02
2.077143444973781825e-02 1.635442187812743628e-02 -1.065753575668279274e-01
3.521775692501952215e-02 5.232816787282511262e-03 6.470630513551127450e-02
-2.327551803702629374e-02 2.189148917665673794e-02 -1.178913277100715647e-02
2.756190890789514403e-02 -1.737232623926485836e-02 1.229807426212823213e-01
-1.141319065244972633e-02 1.631863708462820070e-02 1.727431304687261360e-01
-2.587868274995310316e-02 1.240966438577412873e-02 -8.802413692690563840e-02
5.159170591746597284e-03 4.230393486894485494e-02 7.115515439109344753e-02
7.540143337173717784e-03 6.220347103854649909e-03 1.365032544122897207e-01
-1.274193596623289862e-02 6.377021104440303706e-03 1.802633529665796652e-01
6.957616168643421944e-03 1.168835507553615469e-02 -5.250002295042635603e-02
2.990771964985919351e-02 -9.364187912580692816e-03 1.343179650287846527e-01
-2.490506696727870506e-02 -9.139434947146056129e-03 1.473319158889650760e-01
4.369754884351188112e-02 1.663615519179610300e-02 2.215484281026181348e-02
-3.731004883102152780e-02 2.866986717901636936e-02 1.918071975922678793e-02
6.355427466974102046e-03 2.556995898974080694e-02 6.152776926998772267e-02
3.337949708667950488e-02 3.579347839279215654e-02 4.014699127512517257e-02
-7.730263842774543100e-03 -1.428316200604826114e-02 4.092940969895090403e-02
-4.199168348671445967e-04 2.031973570302227083e-02 8.797532314647688034e-02
2.088760968401993587e-02 9.271378185629427018e-03 -1.400824051650380875e-01
-1.467980051072602724e-02 1.397224340426192479e-02 -8.839523991230206768e-02
3.103624393567722128e-02 2.722629482288904321e-02 -1.016637310158270691e-01
-4.165416730121715601e-03 -1.784958174080323451e-02 -1.088352073354495464e-01
1.079681019821308700e-02 -1.361700588117261725e-02 -5.945773017336358768e-02
2.805016160669688077e-03 1.887625321741056433e-02 8.304711095205094540e-02
-1.007305639150554970e-03 3.243521740852064322e-02 1.423127050755344514e-01
1.830778281937937152e-02 3.571198482335288110e-02 -1.078284719555388516e-01
-1.492470151357220892e-03 -3.305064262156846844e-02 7.377453997773129879e-02
1.241183861044308986e-02 -7.948023626286096141e-03 -3.595180335086051865e-02
-3.673084929706447316e-02 -3.128913886282076035e-02 1.181891747592272827e-02
-2.047382535020772845e-02 -1.836118989949592000e-03 6.445895779671348413e-02
1.951840970328850774e-02 7.441992313030276751e-03 1.686727373381173289e-01
1.523591208254229494e-02 -3.929453366130952752e-02 5.506154904041307696e-02
-9.403081332872353579e-03 4.412621699653973550e-02 -4.120718694492181422e-02
2.034542098198055191e-02 -5.750571269782178696e-03 7.929779400560545144e-02
1.556481283137270237e-02 -1.833412231427096820e-02 -7.118459828339764039e-02
-3.056730420417374736e-02 -1.503183027479581928e-02 5.997995613850381873e-03
-5.540850225226044354e-03 -9.380636985764856384e-03 1.543154801732765646e-01
3.748339899221461886e-03 7.535704287948818275e-03 1.458993456295849533e-01
5.161792247238608175e-03 4.695364694277621292e-02 6.069296717890279406e-03
3.236282029864060578e-02 -1.773013546219983499e-02 1.338400950726910954e-01
-2.230268622662787744e-03 3.969781731153031873e-02 -1.304163758946439745e-02
-2.808221851700727374e-03 1.949973873089619683e-02 1.559034808093347491e-01
-2.382460651613547975e-02 -2.207592586267841106e-02 -3.960806457458912466e-02
-1.286988329675639413e-02 2.271700358968998731e-02 1.763700308727362762e-02
-3.118328476658950577e-02 -1.957383778253733719e-02 -1.114561591399724494e-01
-3.043411659308723274e-03 -3.586876474934319863e-03 -1.783064404669242042e-02
2.603487066438397654e-02 -1.511500098978225438e-02 1.387446316115775458e-01
1.322277477560580665e-02 -1.790611743529165953e-02 -3.778064263597526867e-03
-1.202217158338384287e-02 -1.289997666926235610e-02 -1.119448401174566454e-01
-1.990733915717941751e-03 1.735007867514795285e-02 1.623183887005513748e-01
-4.165007956041889836e-02 1.686231729251739739e-02 4.590457571571731482e-02
-3.541663099210573540e-02 2.602249084707007609e-02 -8.083466619639267936e-02
-1.849282533984421273e-02 9.520312152298341865e-03 1.553649351094157915e-01
2.597564430190026086e-02 -3.805563124299973180e-03 4.894238528848265934e-02
-1.450932802424883053e-02 -2.986149221295621506e-02 1.321398146479860897e-03
2.073585875952667357e-02 2.973502597249517900e-03 -2.878149011744956035e-02
4.275180826854693694e-02 -2.469861338037692084e-04 -9.386493006512554305e-02
2.786986539202329291e-02 1.146488384132486604e-02 -1.978109924751238202e-02
4.852088759187587856e-03 -3.383251199273842880e-02 5.349182400704506624e-02
-3.017196839248137419e-02 1.121908765200467159e-02 -3.359748984654722936e-02
-3.401397260351390200e-02 -1.686320816121970531e-02 -1.205237734736891442e-01
-1.101279195015292039e-03 9.662091232030000504e-03 -9.041862110942378017e-02
1.009833000052726831e-02 -4.292826327736060966e-03 1.333771709405440764e-01
3.109196420385260812e-02 1.324169806276047703e-02 9.726774166474505545e-02
-7.112308202883610864e-04 -1.983117738776482564e-02 -1.135546004807141546e-01
-3.777264085304248009e-02 -1.389142644948665288e-02 4.374117919298032946e-03
-2.177113389399699950e-02 -1.807067079782766900e-02 -8.431283966855869505e-02
1.549974536540572705e-02 -4.178172727250596685e-02 -4.307982922759454048e-02
-4.279533350415309044e-03 -3.230651232292609809e-02 5.633835504531720106e-02
-4.698173439722441724e-02 1.273646666809903454e-02 -1.107541348198103071e-02
4.479924924929104546e-02 2.080681131897982197e-04 -8.744064738371291889e-02
-4.590386599508163024e-02 3.982556220159758423e-03 -6.281690934570438589e-02
3.797484179938535181e-02 1.946237790258268513e-02 -5.960703983205765250e-02
-5.370401861189363218e-03 4.760571914672411670e-02 -1.034394850849647968e-02
7.389068214964828428e-03 3.005087874344522167e-03 5.626823357126629205e-02
-4.191636230533776070e-02 -1.832181050426631838e-03 8.437286355459336015e-03
-6.170879039078726140e-03 -2.154701792638693061e-02 1.398254222398159774e-01
-3.684428701335858147e-02 4.924303992146163503e-03 1.513366360253815684e-02
-1.301862446352402419e-02 -2.408168375164228617e-02 1.625420604623170617e-01
-1.363496288452120501e-02 -4.556777777671752738e-02 -4.810870900952295831e-02
-2.533607798079456908e-02 2.462450512154384930e-02 1.012258154871194249e-01
-3.341737769628391058e-02 -1.844520131592464543e-02 -2.399292599057299691e-02
4.761495136168381742e-02 -9.437580035301273290e-03 2.767606794196177458e-02
-9.384453913803983069e-03 -4.588174297354637859e-02 -5.462864255705342231e-02
7.817768307093279087e-04 -2.448537065494127418e-02 -6.600702873353583855e-02
-3.647215061660998014e-02 -8.796680895062457609e-03 7.677588643458477247e-02
1.925467738665386994e-02 -2.341415549432986423e-02 5.210700027157012804e-02
-6.753316952314439639e-03 -3.595981486576235731e-02 -1.070428766728783246e-02
3.481170325896797407e-03 2.650100077408753738e-02 9.128218116934894502e-03
-2.447187704838030622e-02 -9.289432974594025519e-03 9.637755879786356894e-02
1.072892028348576034e-02 2.586405403220270668e-02 -1.530041620603068975e-01
-1.730802768703853210e-03 1.882982217458217290e-03 1.010139953354689396e-01
-4.974184566602015724e-03 -2.975459277869260677e-02 -1.508489075027325821e-01
1.553622016207553691e-02 1.898831190198053617e-03 5.758957308679810150e-02
2.923117639804981988e-02 -2.410678824964047548e-02 -1.296014284969962682e-01
-3.761001129090363326e-02 -2.873268042911855322e-02 5.931951917344219227e-03
-1.077134879623371268e-02 2.715451379674858629e-03 -1.786937628158536406e-01
-3.111972351234921531e-03 -1.791929220868924977e-02 1.281717755071606069e-01
-1.515735259065048059e-02 -2.355754158092694325e-02 -1.018142759238037515e-01
1.094032613276704584e-03 3.814868581471358988e-02 -4.038451145323998515e-02
1.592279318137759456e-02 -1.238228088363943838e-02 -2.634780446172051149e-02
3.108415047089209751e-02 -3.031391682843886937e-03 -9.102338345396075725e-02
6.713843189899160353e-03 -2.928091246529616193e-02 -1.402597448628133125e-02
5.328984333132509577e-03 -2.403451522533270324e-02 -1.014830834032366957e-01
1.237105192519036799e-02 1.431009227772065979e-03 1.210047214526282500e-01
8.026322180986476471e-03 1.881889933749113578e-02 -1.480682084670901788e-01
-6.781288168054510311e-03 1.467718769761391408e-02 1.489367943989463317e-01
1.859071639161844966e-02 -2.783068189387465433e-02 -8.033236147648131764e-02
-1.259886879816538019e-02 -1.779242652450096357e-02 -8.953052740268680962e-03
-5.714612928213395025e-03 3.692595778285386130e-03 -1.640557268959745227e-02
-4.744310466265438259e-02 2.749354662739797797e-03 -4.827901414452835660e-02
3.491734047043896366e-02 -3.619660211868378115e-03 -7.666555919638329275e-02
7.715183749953931878e-03 -1.518857032630290677e-02 -7.440027490822929968e-02
5.521007876315316837e-03 -6.857578271580010675e-03 1.543113155645328416e-01
-5.628396619328361952e-03 5.549414515404815090e-03 1.102896303990582860e-01
4.606451293195901187e-02 -1.257889407527054519e-02 3.472154592788155580e-02
1.180833920396335245e-02 2.348820618218150705e-02 1.629994928291618114e-02
-3.515403325281170333e-02 6.931637054057470347e-03 -9.886410507072801446e-02
3.447760285161474009e-02 6.369827487724338995e-03 1.999224524846473366e-02
-8.806895910516343226e-03 4.216515375322072573e-02 5.893399596901691823e-02
4.044946884144804550e-02 -1.731367527709672116e-02 7.773653922557588469e-02
-1.763155444407936076e-02 -1.900381759587870673e-02 1.407160079681205045e-01
2.933511693765247438e-02 1.373089986519968443e-03 4.902416590597094559e-02
1.206871931206801411e-02 3.454778908971655599e-02 5.796060787894791178e-02
3.911657502132036279e-02 2.431325071585228176e-02 -7.329651877521488335e-02
4.874072710760249394e-03 -9.102396357796513349e-03 1.268881824311532680e-01
-3.113304558174376929e-02 -1.330250624263540349e-02 -5.368935009342343245e-02
5.258138622268253293e-03 2.969844709554211523e-02 -1.473444665899325545e-01
